,text
16878,"Testing is how we measure community health, and how we get the data we need to restart NJ. And now, tests are widely available.
 
Do your part to stop #COVID19 by getting tested:
Find a testing center: http://covid19.nj.gov/testing
Quest drive-thru testing: http://myquest.questdiagnostics.com"
16879,"MOTOR VEHICLE COMMISSION UPDATE:
June 15, 2020: Drop-off and pick-up services will RESTART at 
@NJ_MVC
June 29, 2020: MVC walk-in customer service, road tests, licenses, and registrations scheduled to restart
 
Learn more: https://state.nj.us/governor/news/news/562020/approved/20200605c.shtml…"
16880,"Breonna Taylor should have turned 27 today, but her birthday, her future, and her life were unjustly taken from her.
 
For Breonna, and for every Black American, we will continue the march toward justice together.
 
Breonna Taylor’s life mattered. Black Lives Matter. #SayHerName"
16881,"Our Restart and Recovery Commission has been working around the clock to ensure we restart our economy with purely Jersey solutions – guided by data, science, public health, and common sense.

That's how we emerge from #COVID19 stronger & fairer than ever."
16882,"When we look back on this moment, it's my hope that we'll say we saved as many lives as possible – and that knucklehead has since become a nationwide buzzword."
16883,"• Mercer: 499
• Middlesex: 1,025
• Monmouth: 630
• Morris: 625
• Ocean: 765
• Passaic: 957
• Salem: 49
• Somerset: 424
• Sussex: 149
• Union: 1,092
• Warren: 132"
16884,"We’ve lost an additional 79 New Jerseyans to #COVID19, bringing our total of loss of life to 12,049.
• Atlantic: 167
• Bergen: 1,611
• Burlington: 311
• Camden: 357
• Cape May: 50
• Cumberland: 86
• Essex: 1,702
• Gloucester: 151
• Hudson: 1,205
• Hunterdon: 62"
16885,"• Mercer: 7,120
• Middlesex: 16,137
• Monmouth: 8,428
• Morris: 6,572
• Ocean: 8,954
• Passaic: 16,387
• Salem: 665
• Somerset: 4,651
• Sussex: 1,130
• Union: 16,038
• Warren: 1,189
• Under Investigation: 785"
16886,"UPDATE: We have 864 new positive #COVID19 cases, bringing our total to 163,336.
• Atlantic: 2,309
• Bergen: 18,463
• Burlington: 4,746
• Camden: 6,732
• Cape May: 637
• Cumberland: 2,531
• Essex: 18,019
• Gloucester: 2,310
• Hudson: 18,518
• Hunterdon: 1,015"
16887,"LOOK: We continue to have more residents in our hospitals per capita than all but one other state. We’re still in the Top 5 in the numbers of deaths. We’re still in the top-half in the numbers of new cases being confirmed.

We will move forward – RESPONSIBLY."
16888,"LOOK: Since the #COVID19 peak
Number of residents in our hospitals and those needing intensive care are both down 70% or more 
Ventilator use is down nearly 75%
New hospitalizations are down nearly 90%

We’re having many more good days – which often surpass the bad."
16889,"Jake Lebowitz is a general manager for several Raceway Motors dealerships across Central Jersey. He helped organize the delivery and distribution of more than 10,000 masks to local hospitals and community-based organizations that needed them. #NJThanksYou, Jake!"
16890,"We remember David and Nancy Cassone, who leave behind their 19-year-old daughter, Sydney. Dave was an electrician and a proud member of I.B.E.W. Local 400, and Nancy was the face at the front desk of Jersey Shore Arena. May God bless David, Nancy, and Sydney."
16891,"We remember Sarah Francis, an East Orange resident for more than a half-century. She dedicated her career to working with children in daycare. Through her faith and service, Sarah became an inspiration to her family, and community, and all who knew her."
16892,"Sadly, we’ve lost another 79 members of our New Jersey family to #COVID19 related complications, bringing our statewide total to 12,049.

Let that number just sink in for a moment.

Let’s keep all of these families in our prayers this weekend."
16893,"LOOK:
Number of patients reported in either critical or intensive care dropped to 542
Ventilator use is now 410
192 new #COVID19 hospitalizations yesterday
204 discharges yesterday"
16894,"LOOK: Our hospitals currently have 1,933 patients being treated for #COVID19.

Our Field Medical Stations reported 19 patients."
16895,"We continue to work hard to mitigate the spread of #COVID19 at our long-term care facilities. While the numbers of lab-confirmed deaths associated with this facilities continues to fall, we remain aware that there’s a disproportionate share of the losses within these facilities."
16896,"We’ve received 864 new positive #COVID19 test results, bringing our statewide total to 163,336.

The rate of spread for each new case is leading to fewer than one other new case.

The spot positivity rate for tests from June 1st was 3.9% – from roughly 22,000 recorded samples."
16897,"Effective 9:00 AM tomorrow, the 85 
@NJNationalGuard
 members who have been in our nation’s capital will end their mission.

I’ve said from the outset that this was a mission limited in both scope and duration, and I’m keeping that promise."
16898,"UPDATE: I’ve extended the public health emergency in New Jersey for an additional 30 days. We will continue our path forward, while remaining vigilant and prepared to act should there be a new outbreak of #COVID19."
16899,NEW: I anticipate that on Monday we will be able to make an announcement regarding the reopening of outdoor pools – both municipal and at private clubs. 
16900,"MOTOR VEHICLE COMMISSION UPDATE:
June 15th, 2020: In-person customer services will RESTART at 
@NJ_MVC
, with a variety of pick-up and drop-off services
June 29th, 2020: MVC aims to be able to once again offer behind-the-wheel road tests, and issue new licenses and permits"
16901,Governor announces historic Supreme Court nomination. WATCH:
16902,"Honored to nominate Fabiana Pierre-Louis to the New Jersey Supreme Court. Her humility, empathy, and character will serve the people of New Jersey well.

https://nj.gov/governor/news/news/562020/approved/20200605b.shtml…"
16903,"On #GunViolenceAwarenessDay, we #WearOrange in solidarity with victims & survivors of gun violence. We’ve fought like hell to enact commonsense gun safety laws in NJ and we won’t stop until our kids, our communities & the country we love are free from the scourge of gun violence."
16904,"COVID-19 testing is now available to EVERY New Jerseyan. It’s especially important to get tested if you:
Are an essential worker
Have close contact with someone who tested positive
Are experiencing symptoms
To find a testing center near you, visit http://covid19.nj.gov/testing"
16905,"A commitment to an independent, fair-minded judiciary is a core tenet of my Administration. Fabiana Pierre-Louis’s sharp legal acumen makes her well-suited to become the next Associate Justice and first Black woman to serve on the New Jersey Supreme Court."
16906,"Join me live today at 1:00 PM for our daily briefing on #COVID19 in New Jersey.
 
YouTube: https://youtube.com/njgovernorsoffice…
Twitter: https://twitter.com/GovMurphy
Facebook: https://facebook.com/governorphilmurphy…"
16907,Governor announces historic Supreme Court nomination. WATCH:
16908,"8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds
8 minutes and 46 seconds

#JusticeForGeorgeFloyd"
16909,"To honor the life of George Floyd, I will join the 
@NAACP
 at 3:45 PM in observing a moment of silence for 8 minutes and 46 seconds.

I encourage all nine million New Jerseyans to join us. #BlackLivesMatter"
16910,"• Mercer: 492
• Middlesex: 1,015
• Monmouth: 627
• Morris: 622
• Ocean: 763
• Passaic: 954
• Salem: 46
• Somerset: 423
• Sussex: 149
• Union: 1,088
• Warren: 132"
16911,"We’ve lost an additional 92 New Jerseyans to #COVID19, bringing our total of loss of life to 11,970.
• Atlantic: 164
• Bergen: 1,603
• Burlington: 307
• Camden: 352
• Cape May: 50
• Cumberland: 79
• Essex: 1,694
• Gloucester: 150
• Hudson: 1,199
• Hunterdon: 61"
16912,"• Mercer: 7,072
• Middlesex: 16,072
• Monmouth: 8,379
• Morris: 6,548
• Ocean: 8,900
• Passaic: 16,311
• Salem: 659
• Somerset: 4,626
• Sussex: 1,131
• Union: 15,953
• Warren: 1,186
• Under Investigation: 836"
16913,"UPDATE: We have 603 new positive #COVID19 cases, bringing our total to 162,530.
• Atlantic: 2,286
• Bergen: 18,408
• Burlington: 4,725
• Camden: 6,663
• Cape May: 630
• Cumberland: 2,469
• Essex: 17,912
• Gloucester: 2,290
• Hudson: 18,465
• Hunterdon: 1,009"
16914,"LOOK: We still have work to do. Let’s keep pushing these numbers down.

When we do, well get through Stage 2 that much sooner."
16915,"LOOK: The data from our hospitals keeps moving in the right direction

The green lights outnumber the red ones in every region of our state  – north, central, and south."
16916,"We remember Martha Ventura. She was a devout Catholic, and a member of the Church of the Epiphany in Cliffside Park. Cliffside Park played an outsize role in her life, and she passionately followed the goings-on in her community. May God bless her."
16917,"We remember Charles D’Angelo, who owned the antique shop Chuck Rodger’s Funtiques in Boonton. He was a proud member of the Knights of Columbus and sang with the Cavaliers of Harmony barbershop quartet. He was a champion horseshoe pitcher and avid bowler. May God bless him."
