text,labels
"CDC warns that non-N95 masks will do nothing to protect you from wildfire smoke because “they do not catch small particles.” Smoke particles are larger than those of SARS-CoV-2, the virus that causes COVID-19, so masks do not work.",1
"cattle vaccine is related to COVID-19, the current panic overblown by media",1
Schools in US are closing again due to rising COVID-19 cases.,1
"Coronavirus issues were because ""we were given rules, regulations, and specifications from a different time.""",1
Top reasons not to fear Covid-19,1
“So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.”,1
On average there are less than 10 deaths a week from Covid-19.,1
CNBC claims COVID-19 survives in air for 8 hours; paper and plastic for 3-4 hours,1
Photo shows Mahakumbh Mela 2021 being held during the COVID-19 pandemic.,1
The COVID-19 vaccine isn't being advertised on TV because all of its side effects would be legally required to appear in the ad,1
Person in hospital bed with COVID-19 is Sophie Grégoire Trudeau,1
The Simpsons predicted the COVID-19 vaccine rollout in 2021.,1
U.S. President Donald Trump said “Nobody likes me” during a live White House COVID-19 press briefing.,1
"COVID-19 vaccines have a microchip that ""tracks the location of the patient.""",1
"Covid-19 vaccines contain ""nanotechnology"" that can change people's DNA",1
21 people were dying daily of Covid-19 in October in England.,1
There is an “increase in stillbirths” across Canada due to COVID-19 vaccines.,1
The central government is providing Rs 1.5 Lakh for every Municipality for each coronavirus infected patient.,1
Sky News criticized Indian foreign minister of violating COVID quarantine norms after two Indian delegated tested positive,1
"""The guy in charge of America’s response to COVID turns out to be the guy who funded the creation of COVID. We’re speaking of Tony Fauci.""",1
Video of Indonesian top officials dancing without masks during Covid-19 pandemic,1
"RSS has built India’s second-largest Covid care centre in Indore, Madhya Pradesh",1
"Compares 100,000 flu deaths to COVID-19 to say the flu is more deadly in ""most populations.""",1
"A Facebook post claims that ""a new vaccine for COVID-19"" will alter a person’s DNA and genetically modify humans.",1
Walking your pet dog may raise your risk of catching coronavirus by 78 per cent.,1
Photo shows college students are back in school after COVID-19 outbreak,1
“99.2% of U.S. COVID deaths in June were unvaccinated people”,1
FFP3 respirators provide 99% protection against Covid-19.,1
COVID-19 vaccination programs are in breach of the Nuremberg Code.,1
"Shark Allies, a shark conservation group, estimated that as many as 550,000 wild sharks could be killed for their squalene, a natural chemical found in their liver, to produce a COVID-19 vaccine.",1
"Richard Rose of Port Clinton, Ohio died of COVID-19 after earlier vowing not to buy a face mask and dismissing advice to use face masks as ""hype.""",1
Family committed suicide in Surat due to hunger during coronavirus lockdown,1
"Pine Needle Tea, Suramin Cures For Autism, 'Antidote' For Covid Vaccine Side Effects",1
"United Nations High Commissioner for Refugees (UNHCR) stated ""migrants and illegals"" in Malaysia were resisting testing for the novel Coronavirus, over fears of arrest.",1
"Nursing homes paid $25,000 to list COVID-19 as cause of death",1
"Drinking corona kashayam made of Turmeric, Clove, Lemon, and ginger boiled in 1 litre water can cure coronavirus within 24 hours",1
Wisconsin is “clearly seeing a decline in COVID infections”,1
COVID-19 spreads without symptoms.,1
A motorcyclist killed in a crash in Florida in 2020 was listed as a COVID-19 death.,1
Those who have had COVID-19 have natural immunity against the disease and do not need a vaccine. No one should be vaccinated without first testing for COVID-19 antibodies.,1
Coronavirus found in Ethiopia,1
"Dr Fauci says once manufactured, a Covid-19 vaccine should be rolled out before ""proper studies"" are done.",1
A video depicts an Indian health minister slapping people in the street not wearing a mask amind COVID-19.,1
A study linked to Stanford University showed masks are harmful and ineffective at preventing spread of COVID,1
Coffins of coronavirus victims in Italy,1
"President Joe Biden once said he was about to ""swoop down with Special Forces"" and ""gather up every gun in America,"" and now his administration is advertising giving out guns to people who get vaccinated for COVID-19.",1
A protester at Shaheen Bagh tested positive for Coronavirus but refused treatment,1
"A photograph shows a person holding a protest sign claiming that the number of characters in ""Barack Hussein Obama"" add up to the ""19"" in COVID-19.",1
This video shows Italian doctors who contracted COVID-19 whilst treating patients?,1
Saudi Arabians are celebrating on the streets after the COVID-19 lockdown was lifted.,1
Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”,1
Ticketmaster is planning a mandatory Covid-19 vaccine verification policy for concert attendance.,1
Covid Care Centre built by RSS in Indore,1
The delta variant of the coronavirus “is approximately 19 times less deadly.”,1
Johns Hopkins University study states that Uttar Pradesh is among the toppers in managing coronavirus pandemic across the globe,1
Video shows Karnataka government officials faking the Covid-19 vaccination process.,1
Coronavirus was found in mutton,1
Dr. Anthony Fauci said COVID-19 hospitalizations are rising among those who are vaccinated.,1
"The Covid-19 spike protein which the Pfizer vaccine causes an immune response against also trains the body to attack syncytin-1, a protein in the placenta, which could lead to infertility in women.",1
"""Anyone who’s over 70 who gets one of these [COVID-19] mRNA vaccines will probably be — sadly die within about two to three years.""",1
“Head of Pfizer research: Covid vaccine is female sterilization.”,1
COVID-19 vaccines are not effective against the delta variant.,1
"“We have over 100,000 children, which we’ve never had before, in serious condition, and many on ventilators” due to the coronavirus.",1
The CEO of Pfizer has not taken his own COVID-19 vaccine.,1
"Amid the lockdown due to Covid-19, liquor shops will be open in Telangana from March 29, 2020 for two hours.",1
"T-Shirts that read ""COVID-19: Imported Virus from Chy-na"" were promoted on the personal Facebook page of Capt. Jay Baker of Cherokee County Sheriff's Office.",1
Assembly Republicans “have come to the table” and were part of “give and take” compromise on a coronavirus bill.,1
A map from Johns Hopkins University that shows the spread of COVID-19 contains malware.,1
"Photo shows Helen Blythe and her son, who died after COVID-19 vaccination.",1
“Cannabis is more effective at preventing and treating COVID-19 than hydroxychloroquine”,1
"New research found that men should inject the COVID-19 vaccine into the penis, which would also increase penis size.",1
"The vast majority of Australian Navy personnel who received COVID-19 vaccines experienced severe side effects, reducing the Navy's healthy capacity by half.",1
"shows a store being looted in Veracruz, Mexico, during the coronavirus pandemic",1
Claims of President Donald Trump and Joe Biden in presidential debate on coronavirus and economy,1
PCR Tests For Coronavirus Rely On A Single DNA Sequence Common To All Humans,1
"Coronaviruses are all seasonal and go away on their own, including those that cause SARS and MERS; ivermectin is effective for preventing and treating COVID-19; COVID-19 vaccines are “gene therapy”, don’t give immunity or prevent transmission",1
"People who were undergoing chemotherapy have been told that they should not receive vaccines, and should stay away from people who had received vaccines, and now because of Covid-19 this has all changed.",1
"A woman was diagnosed with COVID-19, but ""[t]urns out it WAS legionnaires disease from the moisture and bacteria in her mask.""",1
Pfizer's FDA-approved coronavirus vaccine is not yet available in the United States,1
The anti-tuberculosis Bacillus Calmette-Guérin (BCG) vaccine protects people against coronavirus infection.,1
"Nanavati Hospital does not recommend lemon, turmeric for COVID ""treatment""",1
COVID-19 vaccination mandates are at odds with the 1986 Human Rights Commission Act,1
Ram Mandir trust chief testing positive for COVID-19,1
This photo shows a lion patrolling Russian streets during coronavirus lockdown,1
